name,country_code,state_code,region,city,market_category,market,founded_at,funding_total_usd,funding_rounds,first_funding_at,last_funding_at,status,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H
Méliuz,BRA,,Rio de Janeiro,Belo Horizonte,E-Commerce & Retail, E-Commerce ,2011-09-12,240000.0,2.0,2011-04-10,2012-11-16,operating,40000.0,,,,,,200000.0,,,,,,,,,,,,,,
MBA and Company,GBR,,London,London,E-Commerce & Retail, Marketplaces ,2009-07-01,2957154.0,3.0,2010-10-01,2014-05-19,operating,,2545374.0,,,,,411780.0,,,,,,,,,,,,,,
MBA Polymers,USA,CA,SF Bay Area,Richmond,Clean Tech & Energy, Clean Technology ,1994-01-01,106200000.0,5.0,2007-05-11,2011-02-23,operating,,86200000.0,,,,,,,,,,,,,,,,,20000000.0,,
Mbaobao,CHN,,CHN - Other,Jiaxing,E-Commerce & Retail, E-Commerce ,,124000000.0,3.0,2010-04-01,2011-01-01,operating,,62000000.0,,,,,,,,,,,,45000000.0,15000000.0,2000000.0,,,,,
mBeat Media,USA,VA,"Washington, D.C.",Reston,Mobile, Mobile ,2008-01-01,1500000.0,1.0,2008-04-01,2008-04-01,closed,,,,,,,1500000.0,,,,,,,,,,,,,,
MBF Therapeutics,USA,PA,Philadelphia,Ambler,Biotechnology, Biotechnology ,,345000.0,1.0,2010-03-15,2010-03-15,operating,,,,,,345000.0,,,,,,,,,,,,,,,
MBio Diagnostics,USA,CO,Denver,Boulder,Biotechnology, Biotechnology ,2009-01-01,3994848.0,1.0,2011-01-06,2011-01-06,operating,,1997424.0,,,,,,,,,,,,1997424.0,,,,,,,
mBlox,USA,CA,SF Bay Area,Sunnyvale,Other, SMS ,1999-01-01,186342730.0,7.0,2004-07-09,2014-07-07,operating,,78342730.0,,,,43500000.0,,,,,,,,,10000000.0,7500000.0,25000000.0,22000000.0,,,
MBM Solutions,USA,LA,LA - Other,Alexandria,Healthcare, Medical ,2008-12-01,30000.0,1.0,2009-10-01,2009-10-01,operating,30000.0,,,,,,,,,,,,,,,,,,,,
Mbrace,,,,,,,,136843.0,1.0,2014-03-06,2014-03-06,operating,136843.0,,,,,,,,,,,,,,,,,,,,
MBS Capital,USA,IN,Indianapolis,Indianapolis,Manufacturing & Logistics, Transportation ,2013-09-21,30000.0,1.0,2014-10-06,2014-10-06,operating,,,30000.0,,,,,,,,,,,,,,,,,,
MBS HOLDINGS,USA,AL,Birmingham,Birmingham,Mobile, Mobile ,,37515000.0,2.0,2011-02-22,2013-12-20,operating,,37515000.0,,,,,,,,,,,,,,,,,,,
MC10,USA,MA,Boston,Cambridge,Healthcare, Health and Wellness ,2008-01-01,100416262.0,7.0,2010-07-02,2014-01-02,operating,,61208131.0,,,,,,,,,,,,6208131.0,15000000.0,18000000.0,,,,,
Mc4,USA,UT,Salt Lake City,South Jordan,E-Commerce & Retail, E-Commerce ,2013-12-12,35000.0,1.0,2014-08-21,2014-08-21,operating,,,35000.0,,,,,,,,,,,,,,,,,,
mCASH,NOR,,Oslo,Oslo,Mobile, Mobile ,2010-01-01,13251980.0,1.0,2014-02-20,2014-02-20,operating,,6625990.0,,,,,,,,,,,,6625990.0,,,,,,,
MCE-5 Development,FRA,,Lyon,Lyon,Clean Tech & Energy, Clean Technology ,,14116150.0,1.0,2010-10-04,2010-10-04,operating,,14116150.0,,,,,,,,,,,,,,,,,,,
McGinley Innovations,USA,WY,WY - Other,Casper,Biotechnology, Biotechnology ,2012-01-01,1305000.0,2.0,2012-10-24,2013-12-23,operating,505000.0,800000.0,,,,,,,,,,,,,,,,,,,
MCH+,NLD,,The Hague,Den Haag,Finance & FinTech, Finance ,2002-01-01,2450000.0,1.0,2007-05-07,2007-05-07,operating,,2450000.0,,,,,,,,,,,,,,,,,,,
mChron,USA,CA,SF Bay Area,Palo Alto,Software & SaaS, Software ,2012-01-01,650000.0,1.0,2012-02-08,2012-02-08,operating,650000.0,,,,,,,,,,,,,,,,,,,,
MCI Group Holding,CHE,,Geneva,Geneva,Social & Communication, Messaging ,,10883200.0,1.0,2011-02-10,2011-02-10,operating,,10883200.0,,,,,,,,,,,,,,,,,,,
McKinnon & Clarke,GBR,,Dunfermline,Dunfermline,Software & SaaS, Consulting ,1976-01-01,22000000.0,1.0,2010-01-05,2010-01-05,closed,,22000000.0,,,,,,,,,,,,,,,,,,,
McKinstry Reklaim,USA,WA,Seattle,Seattle,E-Commerce & Retail, Consumer Internet ,2003-01-01,19600000.0,2.0,2007-08-29,2008-03-01,operating,,9800000.0,,,,,,,,,,,,7000000.0,2800000.0,,,,,,
McLarens,USA,GA,Atlanta,Atlanta,,,,107000000.0,1.0,2014-06-11,2014-06-11,operating,,,,,,107000000.0,,,,,,,,,,,,,,,
McLemore Investments,USA,NM,Albuquerque,Albuquerque,Clean Tech & Energy, Recycling ,2013-12-01,5000.0,1.0,2014-08-29,2014-08-29,operating,,,,,5000.0,,,,,,,,,,,,,,,,
Mclowd,AUS,,Sydney,Sydney,Software & SaaS, Software ,2012-01-01,300000.0,1.0,2013-09-30,2013-09-30,operating,,,,,,,300000.0,,,,,,,,,,,,,,
MComms TV,AUS,,Melbourne,Melbourne,Software & SaaS, Software ,2006-03-26,285000.0,1.0,2008-06-17,2008-06-17,operating,285000.0,,,,,,,,,,,,,,,,,,,,
Mcor Technologies,,,,,Entertainment & Media, Photography ,2005-01-01,31299000.0,2.0,2014-01-09,2014-06-16,operating,,31299000.0,,,,,,,,,,,,,,,,,,,
McPhy,,,,,Clean Tech & Energy, Clean Technology ,,16889360.0,1.0,2010-07-01,2010-07-01,operating,,16889360.0,,,,,,,,,,,,,,,,,,,
MCT Danismanlik AS (MCTAS: Istanbul),TUR,,Istanbul,Istanbul,Software & SaaS, Consulting ,1992-09-15,2500000.0,1.0,2010-12-31,2010-12-31,operating,2500000.0,,,,,,,,,,,,,,,,,,,,
mcTEL,TUR,,Çan,Çan,Software & SaaS, Software ,,5120000.0,1.0,2009-02-16,2009-02-16,operating,,2560000.0,,,,,,,,,,,,2560000.0,,,,,,,
MCTX Properties,USA,,USA - Other,,Real Estate, Real Estate ,2014-01-01,1000.0,1.0,2013-10-26,2013-10-26,operating,,,1000.0,,,,,,,,,,,,,,,,,,
"MCube, Inc",USA,CA,SF Bay Area,San Jose,Hardware & Semiconductors, Semiconductors ,2009-01-01,74000000.0,1.0,2014-06-25,2014-06-25,operating,,37000000.0,,,,,,,,,,,,,,37000000.0,,,,,
MD Insider,USA,CA,Los Angeles,Santa Monica,Healthcare, Health Care ,2012-01-01,2800000.0,3.0,2012-02-01,2014-11-05,operating,2800000.0,,,,,,,,,,,,,,,,,,,,
MD Lingo,,,,,,,2013-01-01,428.0,1.0,2014-05-21,2014-05-21,operating,,,,,,,,,,,,,428.0,,,,,,,,
MD On-Line,USA,NJ,Newark,Parsippany,Biotechnology, Biotechnology ,,12000000.0,1.0,2011-05-18,2011-05-18,operating,,12000000.0,,,,,,,,,,,,,,,,,,,
MD Revolution,USA,CA,San Diego,La Jolla,Mobile, Mobile ,2011-01-01,14000000.0,1.0,2014-02-13,2014-02-13,operating,,7000000.0,,,,,,,,,,,,,7000000.0,,,,,,
MD SolarSciences,USA,CT,Hartford,Norwalk,Biotechnology, Biotechnology ,2011-01-01,2227004.0,1.0,2013-06-14,2013-06-14,operating,,2227004.0,,,,,,,,,,,,,,,,,,,
MD Synergy Solutions,USA,CA,Los Angeles,Woodland Hills,Healthcare, Health and Wellness ,2000-01-01,8880800.0,2.0,2010-11-15,2013-01-25,operating,800000.0,8080800.0,,,,,,,,,,,,,,,,,,,
MD-IT,USA,CO,Denver,Boulder,Software & SaaS, Software ,2000-01-01,22543305.0,3.0,2009-01-12,2010-03-26,operating,,11543305.0,,,,,,,,,,,,,11000000.0,,,,,,
MD.Voice,,,,,,,,60000.0,1.0,2013-01-25,2013-01-25,,60000.0,,,,,,,,,,,,,,,,,,,,
MD2U,USA,KY,Louisville,Louisville,Healthcare, Health and Wellness ,2004-01-01,3000000.0,1.0,2013-10-07,2013-10-07,operating,,,,,,3000000.0,,,,,,,,,,,,,,,
Md7,USA,CA,San Diego,San Diego,Finance & FinTech, Finance ,,50000000.0,1.0,2010-11-10,2010-11-10,operating,,50000000.0,,,,,,,,,,,,,,,,,,,
MdBio Foundation,USA,MD,"Washington, D.C.",Rockville,,,,500000.0,1.0,2014-11-10,2014-11-10,operating,,,,,,,,500000.0,,,,,,,,,,,,,
MDC Media,CHE,,Zurich,Zürich,Finance & FinTech, Wealth Management ,2012-11-01,3650000.0,3.0,2011-05-01,2013-04-01,operating,1500000.0,700000.0,,,,,750000.0,,,,,,,700000.0,,,,,,,
MDC Telecom,CHN,,Shanghai,Shanghai,Software & SaaS, Software ,2001-04-01,25000000.0,2.0,2003-02-01,2005-12-01,operating,,12500000.0,,,,,,,,,,,,5000000.0,7500000.0,,,,,,
MDCapsule,USA,MA,Boston,Cambridge,Healthcare, Health and Wellness ,2012-06-21,150000.0,1.0,2012-06-21,2012-06-21,operating,150000.0,,,,,,,,,,,,,,,,,,,,
MDconnectME,,,,,Healthcare, Health and Wellness ,2010-08-01,50000.0,1.0,2011-05-31,2011-05-31,operating,,50000.0,,,,,,,,,,,,,,,,,,,
MDdatacor,USA,GA,Atlanta,Alpharetta,Healthcare, Health and Wellness ,2001-01-01,2635249.0,1.0,2010-05-13,2010-05-13,operating,,,,,,2635249.0,,,,,,,,,,,,,,,
mDialog,CAN,ON,Toronto,Toronto,Advertising & Marketing, Advertising ,2005-01-01,12905940.0,2.0,2007-10-31,2011-09-28,acquired,,4877970.0,,,,,3150000.0,,,,,,,4877970.0,,,,,,,
MDLIVE,USA,FL,Ft. Lauderdale,Fort Lauderdale,Healthcare, Health Care ,2006-01-01,23600000.0,1.0,2014-01-22,2014-01-22,operating,,23600000.0,,,,,,,,,,,,,,,,,,,
MdotLabs,USA,WI,Madison,Madison,Analytics & AI, Analytics ,2013-01-01,1250000.0,1.0,2013-11-13,2013-11-13,acquired,1250000.0,,,,,,,,,,,,,,,,,,,,
MDSave,USA,TN,Nashville,Brentwood,Healthcare, Health Care ,2012-06-01,7900000.0,3.0,2012-05-31,2014-06-17,operating,5400000.0,,,,,,,,2500000.0,,,,,,,,,,,,
Mdundo,KEN,,Nairobi,Nairobi,Entertainment & Media, Music ,2012-01-01,400000.0,4.0,2012-09-01,2014-03-01,operating,25000.0,,,250000.0,,,125000.0,,,,,,,,,,,,,,
MDxHealth,USA,CA,Anaheim,Irvine,Biotechnology, Biotechnology ,2003-01-01,47200000.0,1.0,2013-06-25,2013-06-25,operating,,23600000.0,,,,,,,,,,,,23600000.0,,,,,,,
Me!Box Media,USA,IN,Indianapolis,Indianapolis,Entertainment & Media, Media ,2008-10-30,500000.0,1.0,2010-06-01,2010-06-01,operating,,,,,,,500000.0,,,,,,,,,,,,,,
Me-Mover,DNK,,Copenhagen,Copenhagen,Clean Tech & Energy, Clean Technology ,,570000.0,1.0,2012-05-09,2012-05-09,operating,570000.0,,,,,,,,,,,,,,,,,,,,
ME911,USA,CA,SF Bay Area,San Francisco,Healthcare, Health and Wellness ,2007-04-01,2120000.0,2.0,2008-05-12,2010-01-01,,,1685000.0,,,,,,,,,,,,435000.0,,,,,,,
Meal Mantra,IND,,Hyderabad,Hyderabad,Healthcare, Hospitality ,2014-01-14,10000.0,1.0,2014-01-14,2014-01-14,operating,10000.0,,,,,,,,,,,,,,,,,,,,
Meal Ticket,USA,ID,Boise,Boise,Travel & Hospitality, Restaurants ,2009-11-01,3228000.0,8.0,2011-08-01,2013-12-01,operating,228000.0,1500000.0,,,,,,,,,,,,1500000.0,,,,,,,
Mealnut,IND,,Pune,Pune,E-Commerce & Retail, Marketplaces ,2012-09-01,12000.0,1.0,2012-09-01,2012-09-01,operating,12000.0,,,,,,,,,,,,,,,,,,,,
Meaningo,ISR,,Tel Aviv,Tel Aviv,Other, Search ,2009-01-01,150000.0,1.0,2009-01-01,2009-01-01,closed,150000.0,,,,,,,,,,,,,,,,,,,,
MEARS Technologies,USA,MA,Boston,Newton,Hardware & Semiconductors, Semiconductors ,,14533424.0,3.0,2011-08-12,2014-10-30,operating,,8430758.0,,,,6102666.0,,,,,,,,,,,,,,,
Measurabl,,,,,Analytics & AI, Data Integration ,2013-04-01,2000000.0,1.0,2014-09-02,2014-09-02,operating,2000000.0,,,,,,,,,,,,,,,,,,,,
Measy,,,,,Software & SaaS, Software ,2008-12-01,300000.0,2.0,2008-12-01,2010-06-01,operating,300000.0,,,,,,,,,,,,,,,,,,,,
MeBeam,AUS,,Sydney,Sydney,Social & Communication, Messaging ,2006-04-01,100000.0,1.0,2007-03-01,2007-03-01,operating,100000.0,,,,,,,,,,,,,,,,,,,,
Mebelrama,RUS,,Moscow,Moscow,E-Commerce & Retail, Shopping ,2011-01-01,8000000.0,1.0,2012-11-01,2012-11-01,operating,,4000000.0,,,,,,,,,,,,4000000.0,,,,,,,
MEC Dynamics,USA,CA,SF Bay Area,San Jose,Healthcare, Health Care ,2003-01-01,9549115.0,1.0,2013-05-16,2013-05-16,operating,,9549115.0,,,,,,,,,,,,,,,,,,,
Mecenato,ARE,,Dubai,Dubai,Advertising & Marketing, Advertising ,2013-02-01,20000.0,1.0,2013-02-01,2013-02-01,operating,20000.0,,,,,,,,,,,,,,,,,,,,
Mechanology,USA,MA,MA - Other,Attleboro Falls,Clean Tech & Energy, Clean Technology ,1989-01-01,8258160.0,1.0,2011-06-03,2011-06-03,closed,,8258160.0,,,,,,,,,,,,,,,,,,,
mechatronic systemtechnik,AUT,,AUT - Other,Villach,Hardware & Semiconductors, Semiconductors ,1998-01-01,6480000.0,1.0,2008-10-27,2008-10-27,operating,,3240000.0,,,,,,,,,,,,,3240000.0,,,,,,
"Mechio, Inc. (DBA Motiv)",USA,CA,SF Bay Area,San Francisco,Hardware & Semiconductors, Hardware + Software ,2013-01-01,2225000.0,2.0,2014-03-12,2014-10-14,operating,2225000.0,,,,,,,,,,,,,,,,,,,,
MECLUB,USA,CA,SF Bay Area,Menlo Park,E-Commerce & Retail, Consumer Internet ,2013-01-01,100000.0,1.0,2013-12-15,2013-12-15,operating,100000.0,,,,,,,,,,,,,,,,,,,,
Med Access,USA,HI,HI - Other,M C B H Kaneohe Bay,Biotechnology, Biotechnology ,1998-01-01,10000.0,1.0,2009-07-03,2009-07-03,operating,10000.0,,,,,,,,,,,,,,,,,,,,
Med Aesthetics Group,,,,,,,2013-12-01,100000.0,1.0,2013-01-01,2013-01-01,operating,100000.0,,,,,,,,,,,,,,,,,,,,
Med ePad,,,,,Mobile, Mobile ,,518140.0,3.0,2011-08-29,2013-01-29,closed,,317937.0,,200203.0,,,,,,,,,,,,,,,,,
Med fusion,USA,TX,Dallas,Lewisville,Healthcare, Health and Wellness ,,61245000.0,1.0,2014-01-16,2014-01-16,operating,,61245000.0,,,,,,,,,,,,,,,,,,,
Med-Tek,USA,CA,"Orange County, California",Foothill Ranch,Healthcare, Health and Wellness ,,15493012.0,4.0,2010-11-15,2014-08-06,operating,,15493012.0,,,,,,,,,,,,,,,,,,,
Med.ly,USA,NY,New York City,New York,Healthcare, Health Care Information Technology ,2014-02-07,5000.0,1.0,2013-12-01,2013-12-01,operating,,,,,,,5000.0,,,,,,,,,,,,,,
Medabil,,,,,,,1967-01-01,27027027.0,1.0,2011-12-14,2011-12-14,,,,,,,,,,27027027.0,,,,,,,,,,,,
MedAdherence,USA,CT,Hartford,Norwalk,Mobile, Mobile ,2008-01-01,350000.0,2.0,2011-12-27,2013-02-04,operating,150000.0,200000.0,,,,,,,,,,,,,,,,,,,
Medafor,USA,MN,Minneapolis,Minneapolis,Biotechnology, Biotechnology ,,115000.0,2.0,2009-09-09,2012-09-27,acquired,15000.0,,,,100000.0,,,,,,,,,,,,,,,,
Medallia,USA,CA,SF Bay Area,Palo Alto,Software & SaaS, Customer Service ,2001-09-01,210000000.0,3.0,2012-09-27,2014-08-18,operating,,105000000.0,,,,,,,,,,,,35000000.0,20000000.0,50000000.0,,,,,
Medallion Analytics Software,USA,PA,Pittsburgh,Pittsburgh,Analytics & AI, Analytics ,2009-01-01,4766772.0,8.0,2010-05-05,2014-01-29,operating,,3545772.0,,,,,,,1221000.0,,,,,,,,,,,,
Medallion Learning,USA,ME,ME - Other,Northern Washington Co,Education, Education ,2013-01-01,500000.0,1.0,2014-03-30,2014-03-30,operating,,500000.0,,,,,,,,,,,,,,,,,,,
Medalogix,USA,TN,Nashville,Nashville,Other, Web CMS ,2009-02-01,10300000.0,2.0,2012-06-17,2014-08-22,operating,300000.0,5000000.0,,,,,,,,,,,,5000000.0,,,,,,,
MedaPhor,GBR,,Cardiff,Cardiff,Education, Education ,2004-01-01,10293718.0,4.0,2009-12-29,2014-08-19,operating,,8163316.0,,2130402.0,,,,,,,,,,,,,,,,,
MedAptus,USA,MA,Boston,Boston,Software & SaaS, Software ,1999-01-01,6000000.0,1.0,2009-03-19,2009-03-19,operating,,6000000.0,,,,,,,,,,,,,,,,,,,
MEDArchon,USA,TN,Nashville,Nashville,Biotechnology, Biotechnology ,2012-01-01,1802640.0,2.0,2013-05-03,2014-08-27,operating,,225000.0,,,,,,,1577640.0,,,,,,,,,,,,
MedArkive,GBR,,London,London,Healthcare, Health Care ,2013-01-01,28437.0,1.0,2014-03-01,2014-03-01,operating,28437.0,,,,,,,,,,,,,,,,,,,,
MedAvail,TUR,,Çan,Çan,Biotechnology, Biotechnology ,2006-01-01,67082152.0,2.0,2011-01-13,2014-10-16,operating,,37082152.0,,,,,,,,,,,,,,30000000.0,,,,,
MedAware,ISR,,Tel Aviv,Petah Tiqva,Healthcare, Health Care ,2012-01-01,2000000.0,1.0,2014-10-02,2014-10-02,operating,,1000000.0,,,,,,,,,,,,1000000.0,,,,,,,
MedAware Systems,USA,CO,Denver,Boulder,Healthcare, Health Care ,2013-01-01,330000.0,2.0,2014-04-26,2014-07-08,operating,,330000.0,,,,,,,,,,,,,,,,,,,
Medaxion,USA,TN,Nashville,Nashville,Biotechnology, Biotechnology ,2008-01-01,3763476.0,5.0,2010-08-06,2014-06-02,operating,2219302.0,1544174.0,,,,,,,,,,,,,,,,,,,
Medbox,USA,CA,CA - Other,West Hills,Healthcare, Health Care ,,3741000.0,2.0,2013-05-23,2014-10-07,operating,,1241000.0,,,,2500000.0,,,,,,,,,,,,,,,
MedCenterDisplay,USA,TN,Nashville,Brentwood,Hardware & Semiconductors, Hardware + Software ,,7625250.0,3.0,2012-06-01,2014-08-18,operating,3125000.0,3000125.0,,,,,,,,,,,,1500125.0,,,,,,,
MedCity News,USA,OH,Cleveland,Cleveland,Entertainment & Media, News ,2008-12-17,310000.0,2.0,2008-12-01,2010-12-30,operating,310000.0,,,,,,,,,,,,,,,,,,,,
MedClaims Liaison,USA,PA,Philadelphia,Philadelphia,Healthcare, Health and Wellness ,2009-01-01,400000.0,1.0,2012-03-22,2012-03-22,operating,,400000.0,,,,,,,,,,,,,,,,,,,
MedClimate,USA,VA,"Washington, D.C.",Arlington,Healthcare, Health Care ,2010-12-01,280000.0,1.0,2011-12-01,2011-12-01,operating,280000.0,,,,,,,,,,,,,,,,,,,,
MedCPU,USA,NY,New York City,New York,Healthcare, Health and Wellness ,2008-01-01,20200000.0,3.0,2009-11-02,2014-05-29,operating,,9600000.0,,,1300000.0,,,,,,,,,,9300000.0,,,,,,
MedDay,FRA,,Paris,Paris,Biotechnology, Biotechnology ,2011-01-01,20937600.0,1.0,2013-04-10,2013-04-10,operating,,10468800.0,,,,,,,,,,,,10468800.0,,,,,,,
"MedDiary, Inc.",USA,IN,Indianapolis,Fishers,Healthcare, Health Care ,2013-01-01,250000.0,2.0,2013-01-01,2014-08-25,operating,250000.0,,,,,,,,,,,,,,,,,,,,
Meddik,USA,NY,New York City,New York,Other, Email ,,2250020.0,2.0,2012-04-26,2012-05-24,operating,750000.0,750010.0,,,,,,,,,,,,750010.0,,,,,,,
Meddle,USA,NJ,Newark,Atlantic Highlands,E-Commerce & Retail, Curated Web ,2012-01-01,345000.0,1.0,2014-04-09,2014-04-09,operating,,345000.0,,,,,,,,,,,,,,,,,,,
MedeAnalytics,USA,CA,SF Bay Area,Emeryville,Analytics & AI, Analytics ,1994-01-01,100000000.0,1.0,2008-07-29,2008-07-29,operating,,50000000.0,,,,,,,,,,,,,,50000000.0,,,,,
MedeFile International,USA,FL,Palm Beaches,Boca Raton,Healthcare, Health and Wellness ,1998-01-01,2943000.0,8.0,2011-04-25,2014-07-18,operating,250000.0,2693000.0,,,,,,,,,,,,,,,,,,,
Medefy,USA,OK,Tulsa,Tulsa,Healthcare, Health Care ,,40000.0,1.0,2013-01-01,2013-01-01,operating,40000.0,,,,,,,,,,,,,,,,,,,,
MEDEM,USA,CA,SF Bay Area,San Francisco,Healthcare, Health and Wellness ,1999-01-01,1689000.0,1.0,2009-05-08,2009-05-08,operating,,,,,,1689000.0,,,,,,,,,,,,,,,
MedEncentive,USA,OK,Oklahoma City,Oklahoma City,Healthcare, Health Care ,2005-01-01,2096674.0,1.0,2014-06-23,2014-06-23,operating,,2096674.0,,,,,,,,,,,,,,,,,,,
Mederi Therapeutics,USA,CT,Hartford,Greenwich,Biotechnology, Biotechnology ,,27000000.0,2.0,2013-12-23,2013-12-23,operating,,8500000.0,,,,10000000.0,,,,,,,,,8500000.0,,,,,,
Medesen,CHL,,Santiago,Santiago,Healthcare, Health Care ,2012-01-01,40000.0,1.0,2013-02-15,2013-02-15,operating,40000.0,,,,,,,,,,,,,,,,,,,,
MedGenesis Therapeutix,CAN,BC,Vancouver,Victoria,Biotechnology, Biotechnology ,,5000000.0,1.0,2012-01-10,2012-01-10,operating,,5000000.0,,,,,,,,,,,,,,,,,,,
Medgenics,USA,CA,SF Bay Area,San Francisco,Biotechnology, Biotechnology ,,35226066.0,5.0,2009-06-16,2014-11-26,operating,,,,,,4696870.0,,,9529196.0,21000000.0,,,,,,,,,,,
Medgenome Labs,IND,,Bangalore,Bangalore,Healthcare, Medical ,,8000000.0,1.0,2014-06-04,2014-06-04,operating,,4000000.0,,,,,,,,,,,,4000000.0,,,,,,,
MedGRC,USA,TX,Dallas,Plano,Healthcare, Medical ,2013-01-01,90000.0,2.0,2013-01-01,2013-01-01,closed,90000.0,,,,,,,,,,,,,,,,,,,,
MedHab,USA,TX,Dallas,Fort Worth,Healthcare, Medical ,2007-01-01,1051521.0,4.0,2010-10-21,2014-01-05,operating,,1051521.0,,,,,,,,,,,,,,,,,,,
MedHOK,USA,FL,Tampa,Tampa,Software & SaaS, Software ,,77500000.0,1.0,2014-01-08,2014-01-08,operating,,,,,,,,,77500000.0,,,,,,,,,,,,
Media Armor,USA,MA,Boston,Boston,Other, Displays ,2010-05-05,3310000.0,2.0,2011-05-01,2012-02-10,acquired,,1530000.0,,,,,250000.0,,,,,,,1530000.0,,,,,,,
Media Chaperone,USA,IL,Chicago,Chicago,E-Commerce & Retail, Curated Web ,2009-01-01,1050000.0,2.0,2010-01-14,2011-02-24,closed,,1050000.0,,,,,,,,,,,,,,,,,,,
Media Convergence Group,USA,MO,St. Louis,Columbia,Entertainment & Media, News ,,6750000.0,3.0,2010-05-27,2012-04-26,operating,1250000.0,3500000.0,,,,,,,,,,,,2000000.0,,,,,,,
Media Ingenuity,GBR,,London,London,Advertising & Marketing, Advertising ,2006-01-01,28587030.0,1.0,2011-04-11,2011-04-11,operating,,28587030.0,,,,,,,,,,,,,,,,,,,
Media Lantern,USA,CT,Hartford,New London,Advertising & Marketing, Advertising ,2008-03-30,250000.0,1.0,2008-03-30,2008-03-30,operating,250000.0,,,,,,,,,,,,,,,,,,,,
Media Li²ght Entertainment,USA,DE,Dover,Lewes,Other, Wireless ,2012-07-31,34033.0,2.0,2012-11-01,2013-12-01,operating,,,,,,,,,,,,,34033.0,,,,,,,,
Media Machines,USA,CA,SF Bay Area,San Francisco,E-Commerce & Retail, Curated Web ,2000-01-01,18800000.0,1.0,2007-08-01,2007-08-01,operating,,9400000.0,,,,,,,,,,,,9400000.0,,,,,,,
Media Platform Inc.,USA,CA,Los Angeles,Beverly Hills,Software & SaaS, Software ,2005-01-01,4250000.0,1.0,2009-10-30,2009-10-30,operating,,4250000.0,,,,,,,,,,,,,,,,,,,
Media Predict,,,,,Other, Market Research ,,6000000.0,1.0,2014-10-16,2014-10-16,operating,,3000000.0,,,,,,,,,,,,3000000.0,,,,,,,
Media Radar,USA,NY,New York City,New York,Software & SaaS, Internet ,2006-01-01,6697317.0,1.0,2014-09-01,2014-09-01,operating,,6697317.0,,,,,,,,,,,,,,,,,,,
Media Redefined,IND,,New Delhi,Noida,Entertainment & Media, News ,2009-01-01,4475000.0,2.0,2014-01-14,2014-05-02,operating,2250000.0,,,,2225000.0,,,,,,,,,,,,,,,,
Media Retrievers,USA,NY,New York City,New York,Advertising & Marketing, Advertising ,2012-08-01,1250000.0,1.0,2013-01-01,2013-01-01,operating,,,,,,,1250000.0,,,,,,,,,,,,,,
Media Temple,USA,CA,Los Angeles,Culver City,Social & Communication, Networking ,1998-01-01,16086016.0,2.0,2010-04-21,2012-12-18,acquired,1086016.0,15000000.0,,,,,,,,,,,,,,,,,,,
Media Time Conseil,FRA,,Toulouse,Toulouse,Software & SaaS, Software ,2002-01-01,1150000.0,1.0,2007-07-17,2007-07-17,operating,,1150000.0,,,,,,,,,,,,,,,,,,,
Mediabistro Inc.,USA,NY,New York City,New York,E-Commerce & Retail, Curated Web ,1998-01-01,6483366.0,1.0,2011-05-25,2011-05-25,operating,,,,,,,,,6483366.0,,,,,,,,,,,,
MediaBoost,ISR,,Tel Aviv,Or Yehuda,Advertising & Marketing, Advertising ,,12400000.0,2.0,2007-08-19,2008-06-30,operating,,6200000.0,,,,,,,,,,,,1500000.0,4700000.0,,,,,,
MediaBrix,USA,NY,New York City,New York,Other, Tablets ,2011-05-05,23000000.0,4.0,2011-05-05,2013-10-01,operating,,11500000.0,,,,,,,,,,,,1500000.0,10000000.0,,,,,,
MediaCore,CAN,BC,Vancouver,Victoria,Education, Education ,2010-01-01,3000000.0,2.0,2011-08-10,2013-05-24,operating,3000000.0,,,,,,,,,,,,,,,,,,,,
MediaCrossing Inc.,USA,CT,Hartford,Stamford,Entertainment & Media, Digital Media ,2012-12-01,12650000.0,2.0,2013-01-03,2013-10-27,operating,650000.0,6000000.0,,,,,,,,,,,,6000000.0,,,,,,,
mediafeedia,USA,GA,Savannah,Savannah,Software & SaaS, Consulting ,2011-06-02,575000.0,1.0,2014-01-09,2014-01-09,operating,,,575000.0,,,,,,,,,,,,,,,,,,
Mediafly,,,,,Software & SaaS, Enterprise Software ,2006-07-29,14970000.0,5.0,2011-12-19,2013-10-29,operating,,7740000.0,,,,1030000.0,,,,,,,,6200000.0,,,,,,,
MediaGamma,GBR,,London,London,Advertising & Marketing, Advertising Platforms ,2014-01-30,349667.0,2.0,2014-08-17,2014-09-01,operating,,,,,,,,349667.0,,,,,,,,,,,,,
MediaHound,USA,CA,Los Angeles,Culver City,Software & SaaS, Technology ,2011-08-01,9770000.0,3.0,2011-08-01,2014-10-20,operating,,4500000.0,,,420000.0,,350000.0,,,,,,,4500000.0,,,,,,,
MediaInterface Dresden,DEU,,Dresden,Dresden,Software & SaaS, Software ,1997-01-01,2640000.0,1.0,2006-12-20,2006-12-20,operating,,1320000.0,,,,,,,,,,,,1320000.0,,,,,,,
Mediakraft Türkiye,,,,,Advertising & Marketing, Online Video Advertising ,2011-09-01,44968010.0,1.0,2014-07-10,2014-07-10,operating,,22484005.0,,,,,,,,,,,,,22484005.0,,,,,,
